model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,retrieved_mistake_ids,retrieved_scores,retrieved_error_types,retrieved_true_cwes,retrieved_pred_cwes,raw
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-4,1,401,"[8, 31]",0,,[],"[""401-4"", ""761-8"", ""415-7""]","[0.9864505673441516, 0.5824193257943138, 0.5334267541280714]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(401), np.int64(761), np.int64(415)]""","[NaN, 415.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-5,1,401,"[22, 39]",0,,[],"[""401-5"", ""401-8"", ""401-6""]","[0.9915591898062818, 0.9820903469990353, 0.965925842490521]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(401), np.int64(401), np.int64(401)]""","[NaN, 69.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-6,1,401,"[22, 39]",0,,[],"[""401-6"", ""401-9"", ""401-5""]","[0.9889157576155448, 0.9816092203188167, 0.9686316707463195]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(401), np.int64(401), np.int64(401)]""","[NaN, 69.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-7,0,401,[],0,,[],"[""415-9"", ""761-8"", ""401-4""]","[0.4509036346934832, 0.41720212715997884, 0.40766077964432007]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(761), np.int64(401)]""","[190.0, 415.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-8,0,401,[],0,,[],"[""401-8"", ""401-5"", ""401-9""]","[0.9884009333802987, 0.9843907401414173, 0.9672458113978599]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(401), np.int64(401), np.int64(401)]""","[69.0, NaN, 69.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-9,0,401,[],0,,[],"[""401-9"", ""401-6"", ""401-8""]","[0.987953826971706, 0.9818179574900848, 0.967735824410394]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(401), np.int64(401), np.int64(401)]""","[69.0, NaN, 69.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,401-10,0,401,[],1,416.0,[14],"[""401-10"", ""401-9"", ""401-8""]","[0.9568970236302972, 0.7907708362877471, 0.7881700810350126]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(401), np.int64(401), np.int64(401)]""","[416.0, 69.0, 69.0]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 416,
        ""message"": ""Memory allocated with malloc is never freed."",
        ""line_content"": ""if (false) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-1,1,415,[22],1,415.0,[4],"[""415-7"", ""415-8"", ""416-7""]","[0.9164799899208961, 0.9112088163805291, 0.8907384692349569]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(416)]""","[68.0, 68.0, 68.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 415,
        ""message"": ""Memory is freed before its value is returned."",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-2,1,415,[31],1,415.0,"[7, 14]","[""415-8"", ""415-7"", ""416-10""]","[0.9563224458602061, 0.9213691330861996, 0.8967806695418673]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(416)]""","[68.0, 68.0, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 415,
        ""message"": ""Memory leak detected. The pointer 'a' is freed after its value is used."",
        ""line_content"": ""free(a);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 14,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability. The pointer 'p' might be dereferenced after being freed."",
        ""line_content"": ""if (b > 20) {""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-3,1,415,[31],1,415.0,"[10, 17]","[""415-7"", ""415-8"", ""401-9""]","[0.9553224671432109, 0.9216960770059034, 0.8858279462880394]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[68.0, 68.0, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 415,
        ""message"": ""Memory leak detected. The pointer 'a' is freed after its value is used."",
        ""line_content"": ""free(a);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 17,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free. The variable 'b' is accessed after 'a' is freed."",
        ""line_content"": ""printf(\""Result: %d\\n\"", b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-4,1,415,[13],1,415.0,[10],"[""415-7"", ""415-8"", ""401-10""]","[0.7095803451526874, 0.7054991636961706, 0.6931969069967094]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[68.0, 68.0, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 10,
        ""cwe"": 415,
        ""message"": ""Double free of pointer 'a'"",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-5,1,415,[19],0,,[],"[""415-5"", ""415-7"", ""415-8""]","[0.9728907746119869, 0.3814429158759732, 0.37924903076398125]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(415)]""","[NaN, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-6,1,415,[32],1,190.0,"[16, 20]","[""415-9"", ""401-4"", ""415-5""]","[0.9846619952594201, 0.33196008108566943, 0.3207885434449212]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(415), np.int64(401), np.int64(415)]""","[190.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to use of fixed size array instead of dynamically allocated array."",
        ""line_content"": ""int* array = allocateArray(5);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to freeing 'ptr' before returning from 'cleanup'."",
        ""line_content"": ""free(ptr);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-7,0,415,[],0,,[],"[""415-7"", ""415-8"", ""401-9""]","[0.980362387332475, 0.945337513739391, 0.9072406560439406]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[68.0, 68.0, 69.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-8,0,415,[],0,,[],"[""415-8"", ""415-7"", ""416-7""]","[0.9810703411821214, 0.944478291433232, 0.9131187281670182]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(416)]""","[68.0, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-9,0,415,[],1,190.0,"[14, 17]","[""415-9"", ""401-4"", ""674-5""]","[0.9897560408028002, 0.320335506058355, 0.30356322001465746]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(415), np.int64(401), np.int64(674)]""","[190.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to fixed-size buffer used with variable-sized input."",
        ""line_content"": ""int* array = allocateArray(5);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 17,
        ""cwe"": 401,
        ""message"": ""Potential integer overflow when calculating the size of the allocated memory."",
        ""line_content"": ""int* buffer = (int*) malloc(size * sizeof(int));""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,415-10,0,415,[],0,,[],"[""415-7"", ""415-8"", ""401-10""]","[0.6903037970112773, 0.6863334854391338, 0.680868933533735]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[68.0, 68.0, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-1,1,416,[20],1,416.0,[7],"[""416-8"", ""416-7"", ""416-10""]","[0.9143977719268285, 0.9079788813689919, 0.895146729315134]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(416)]""","[416.0, 68.0, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 7,
        ""cwe"": 416,
        ""message"": ""Memory deallocation before use."",
        ""line_content"": ""*a = b * b;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-2,1,416,"[10, 31, 32]",1,415.0,[17],"[""416-8"", ""416-7"", ""415-7""]","[0.8255854240116102, 0.8236461253381856, 0.8051570899582299]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(415)]""","[416.0, 68.0, 68.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 415,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'p' after freeing 'a'."",
        ""line_content"": ""*p = -(*p);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-3,1,416,[34],1,416.0,"[14, 20]","[""416-10"", ""416-7"", ""401-8""]","[0.9760255880717138, 0.9545454377207028, 0.9375661647759955]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(401)]""","[416.0, 68.0, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'a' after freeing it."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'b' after freeing it."",
        ""line_content"": ""printf(\""Result: %d\\n\"", *b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-4,1,416,[34],1,416.0,"[14, 20]","[""416-10"", ""416-8"", ""401-9""]","[0.9528725615771325, 0.9497549313262369, 0.9367492667910935]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(401)]""","[416.0, 416.0, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 20,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability."",
        ""line_content"": ""printf(\""Result: %d\\n\"", *b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-5,1,416,"[5, 7, 23]",1,415.0,[9],"[""415-7"", ""415-8"", ""416-8""]","[0.8153503215338531, 0.810660799571273, 0.7786570690107658]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(416)]""","[68.0, 68.0, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 9,
        ""cwe"": 415,
        ""message"": ""Memory leak detected. The allocated memory is freed twice."",
        ""line_content"": ""free(a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-6,1,416,[32],1,190.0,[18],"[""415-9"", ""401-4"", ""674-5""]","[0.9520462524493118, 0.3145514111355916, 0.3129530862372007]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(415), np.int64(401), np.int64(674)]""","[190.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 18,
        ""cwe"": 190,
        ""message"": ""Buffer overflow due to lack of bounds checking when reading from 'array'."",
        ""line_content"": ""array[0] = size;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-7,0,416,[],0,,[],"[""416-7"", ""416-8"", ""416-10""]","[0.9892782773123865, 0.9649524416440292, 0.9470063854068984]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(416)]""","[68.0, 416.0, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-8,0,416,[],0,,[],"[""416-8"", ""416-7"", ""416-10""]","[0.98375789600327, 0.9703241927399783, 0.925353476481438]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(416)]""","[416.0, 68.0, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-9,0,416,[],0,,[],"[""415-7"", ""415-8"", ""401-10""]","[0.31040804778090253, 0.3086227227261557, 0.26062920344629914]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(415), np.int64(401)]""","[68.0, 68.0, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,416-10,0,416,[],1,416.0,"[17, 21]","[""416-10"", ""416-7"", ""401-8""]","[0.9800729446384969, 0.9587836711572174, 0.9368190513298231]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(416), np.int64(401)]""","[416.0, 68.0, 69.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'a' after freeing it."",
        ""line_content"": ""*b = *a;""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 21,
        ""cwe"": 416,
        ""message"": ""Potential use-after-free vulnerability due to dereferencing 'a' after freeing it."",
        ""line_content"": ""swap(&a, &b);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-1,1,476,"[5, 8]",1,476.0,[4],"[""476-7"", ""787-7"", ""761-8""]","[0.8498793370546486, 0.7526954272754072, 0.6440472213515436]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(476), np.int64(787), np.int64(761)]""","[680.0, 680.0, 415.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 4,
        ""cwe"": 476,
        ""message"": ""Potential null pointer dereference when accessing array A."",
        ""line_content"": ""A[i] = i;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-2,1,476,"[7, 9, 13]",1,416.0,[6],"[""787-8"", ""476-7"", ""787-7""]","[0.9282507917391066, 0.4986135637627135, 0.4498261017697994]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(787), np.int64(476), np.int64(787)]""","[190.0, 680.0, 680.0]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 6,
        ""cwe"": 416,
        ""message"": ""Potential buffer overflow due to use of fixed size buffer with variable input."",
        ""line_content"": ""scanf(\""%3d\"", &arr[i]);""
    },
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 120,
        ""message"": ""Buffer overflow vulnerability due to lack of bounds checking on user input."",
        ""line_content"": ""scanf(\""%3d\"", &arr[i]);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-3,1,476,[19],0,,[],"[""476-3"", ""416-7"", ""416-8""]","[0.9917323521718989, 0.5744523587954875, 0.5696406369397804]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(476), np.int64(416), np.int64(416)]""","[NaN, 68.0, 416.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-4,1,476,[51],1,680.0,[29],"[""617-4"", ""787-7"", ""401-10""]","[0.1350714501699379, 0.12996886071890262, 0.12270295590778214]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(401)]""","[NaN, 680.0, 416.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 29,
        ""cwe"": 680,
        ""message"": ""Potential buffer overflow due to dereferencing freed memory."",
        ""line_content"": ""printf(\""Curr value: %d, next value: %d\\n\"", copy.value, copy.next->value);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-5,1,476,[10],1,476.0,[6],"[""476-7"", ""401-10"", ""415-7""]","[0.45440249050782605, 0.36600516406525246, 0.34829882152813535]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(476), np.int64(401), np.int64(415)]""","[680.0, 416.0, 68.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 6,
        ""cwe"": 476,
        ""message"": ""Dereference of null pointer"",
        ""line_content"": ""printf(\""AlwaysNonNullResult: %d\\n\"", *a);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-6,1,476,[35],1,190.0,"[14, 24]","[""415-7"", ""415-8"", ""761-5""]","[0.5415734855826557, 0.5384586027060376, 0.4772381944055765]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(415), np.int64(761)]""","[68.0, 68.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 190,
        ""message"": ""Integer overflow in 'a.a + b.a' can lead to undefined behavior."",
        ""line_content"": ""return (IntAndPtr) {a.a + b.a, p};""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 24,
        ""cwe"": 78,
        ""message"": ""Buffer overflow in 'scanf' due to lack of bounds checking."",
        ""line_content"": ""scanf(\""%9d\"", &input);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-7,0,476,[],0,,[],"[""476-7"", ""787-7"", ""761-8""]","[0.9201075766714607, 0.7782647667372822, 0.6776991639587325]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(476), np.int64(787), np.int64(761)]""","[680.0, 680.0, 415.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-8,0,476,[],0,,[],"[""476-8"", ""415-8"", ""415-7""]","[0.9546166681722704, 0.25047048025319335, 0.24432067029462218]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(476), np.int64(415), np.int64(415)]""","[48.0, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-9,0,476,[],0,,[],"[""476-3"", ""401-5"", ""401-6""]","[0.9818375348866739, 0.6189971053854957, 0.6186355392131454]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(476), np.int64(401), np.int64(401)]""","[NaN, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,476-10,0,476,[],0,,[],"[""416-7"", ""415-7"", ""415-8""]","[0.6908730252737422, 0.6908003269849002, 0.6868271595995498]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(416), np.int64(415), np.int64(415)]""","[68.0, 68.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-1,1,522,"[70, 74]",1,89.0,[24],"[""798-8"", ""522-10"", ""89-10""]","[0.8023162078866218, 0.7598644624279437, 0.5327595144859828]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(89)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct string concatenation of user input."",
        ""line_content"": ""snprintf(sql, sizeof(sql), \""SELECT * FROM users WHERE username = '%s' and password = '%s'\"", username, password);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-2,1,522,"[56, 68]",1,89.0,"[24, 32, 36]","[""522-10"", ""798-8"", ""89-10""]","[0.887719875246895, 0.6927868270749179, 0.5526206155258998]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(522), np.int64(798), np.int64(89)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password) VALUES (?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 32,
        ""cwe"": 20,
        ""message"": ""Buffer overflow vulnerability due to fixed-size buffer for username and password."",
        ""line_content"": ""char username[32];""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 36,
        ""cwe"": 20,
        ""message"": ""Buffer overflow vulnerability due to fixed-size buffer for username and password."",
        ""line_content"": ""char password[32];""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-3,1,522,"[112, 123]",0,,[],"[""798-8"", ""522-8"", ""253-8""]","[0.2970087636243102, 0.28341350756102424, 0.28153786563796246]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(253)]""","[89.0, 89.0, 78.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-4,1,522,"[105, 120]",1,89.0,"[42, 45]","[""522-8"", ""798-4"", ""362-5""]","[0.5336058897975541, 0.35226223430401865, 0.24656917839993187]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(522), np.int64(798), np.int64(362)]""","[89.0, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 42,
        ""cwe"": 89,
        ""message"": ""Potential SQL Injection vulnerability due to direct use of user input in a URL."",
        ""line_content"": ""curl_easy_setopt(curl, CURLOPT_URL, \""https://mypage.com/login\"");""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 45,
        ""cwe"": 89,
        ""message"": ""Potential SQL Injection vulnerability due to direct use of user input in POST data."",
        ""line_content"": ""snprintf(postData, sizeof(postData), \""username=%s&password=%s\"", username, not_password);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-5,1,522,[13],1,78.0,[7],"[""253-8"", ""22-10"", ""362-5""]","[0.5190037730712235, 0.49157115778447125, 0.4473886048225483]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 7,
        ""cwe"": 78,
        ""message"": ""Buffer overflow risk due to use of fscanf with fixed width specifier."",
        ""line_content"": ""fscanf(file, \""%31s\"", password);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-6,1,522,[17],1,89.0,[14],"[""798-8"", ""522-10"", ""522-8""]","[0.4348224958434804, 0.3969974417565894, 0.37357022291534464]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(798), np.int64(522), np.int64(522)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""Potential command injection via 'username' parameter."",
        ""line_content"": ""fprintf(passwd_file, \""%s:%s:1001:1001::/home/%s:/bin/bash\\n\"", username, password, username);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-7,0,522,[],1,89.0,"[44, 54, 60]","[""798-8"", ""522-10"", ""628-4""]","[0.8965390929567473, 0.695599793248292, 0.5813048745329887]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(798), np.int64(522), np.int64(628)]""","[89.0, 89.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 44,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""const char *sql = \""INSERT INTO users (username, password) VALUES (?, ?);\"";""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 54,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in 'fgets' call, as no check is performed against the size of the input."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    },
    {
        ""severity"": ""Medium"",
        ""line"": 60,
        ""cwe"": 628,
        ""message"": ""Potential buffer overflow in 'fgets' call, as no check is performed against the size of the input."",
        ""line_content"": ""fgets(password, sizeof(password), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-8,0,522,[],1,89.0,[14],"[""522-8"", ""798-4"", ""798-8""]","[0.9946700030550268, 0.6216240597685566, 0.26916694121820095]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(522), np.int64(798), np.int64(798)]""","[89.0, NaN, 89.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 89,
        ""message"": ""Insecure use of environment variable 'PASSWORD' in URL query parameter."",
        ""line_content"": ""snprintf(postData, sizeof(postData), \""username=%s&password=%s\"", username, password);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-9,0,522,[],0,,[],"[""522-9"", ""89-8"", ""798-8""]","[0.9958849638114363, 0.860410412119441, 0.24923126385270455]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(522), np.int64(89), np.int64(798)]""","[89.0, 89.0, 89.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,522-10,0,522,[],1,89.0,"[22, 26]","[""522-10"", ""89-10"", ""798-8""]","[0.997218025198947, 0.6383690554968091, 0.6078750798960592]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(522), np.int64(89), np.int64(798)]""","[89.0, 89.0, 89.0]","```json
[
    {
        ""severity"": ""Medium"",
        ""line"": 22,
        ""cwe"": 89,
        ""message"": ""SQL Injection vulnerability due to direct use of user input in SQL query."",
        ""line_content"": ""sqlite3_prepare_v2(db, sql, -1, &res, 0);""
    },
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 78,
        ""message"": ""Buffer Overflow vulnerability due to lack of bounds checking on user input."",
        ""line_content"": ""fgets(username, sizeof(username), stdin);""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-1,1,617,[28],1,401.0,[16],"[""190-1"", ""401-4"", ""843-5""]","[0.717529291370369, 0.41413409210653285, 0.34093720805198263]","[""false_negative"", ""false_negative"", ""false_negative""]","""[np.int64(190), np.int64(401), np.int64(843)]""","[NaN, NaN, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 16,
        ""cwe"": 401,
        ""message"": ""Potential buffer overflow due to incorrect handling of pointers."",
        ""line_content"": ""double* s = x; x = y; y = z; z = s;""
    }
]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-2,1,617,"[8, 19]",0,,[],"[""843-7"", ""416-8"", ""415-7""]","[0.6222913134895358, 0.44564252657300063, 0.44465393651651747]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(843), np.int64(416), np.int64(415)]""","[357.0, 416.0, 68.0]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-3,1,617,[7],0,,[],"[""617-3"", ""617-8"", ""617-4""]","[0.9252238464629291, 0.847202122443391, 0.38144356551203135]","[""false_negative"", ""false_positive"", ""false_negative""]","""[np.int64(617), np.int64(617), np.int64(617)]""","[NaN, 68.0, NaN]","```json
[]
```"
qwen25_coder_7b,CASTLE_all_250,C_errorlock_same_dataset,617-4,1,617,[12],0,,[],"[""617-4"", ""787-10"", ""787-7""]","[0.9550329258616583, 0.5391437597547108, 0.5348032088397332]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(617), np.int64(787), np.int64(787)]""","[NaN, 190.0, 680.0]","```json
[]
```"
